texto,categoria
mensalidade da exame,Saúde
"hospedagem 39,99",Lazer
"consulta com emergência R$ 90,60",Saúde
"MATRÍCULA R$ 120,80",Educação
paguei fraldas,Casa
"mensalidade da exame r$ 89,30",Educação
"icloud r$ 70,60",Assinaturas
"paguei multa R$ 22,30",Outros
"anuidade Disney Plus R$ 800,00",Assinaturas
mensalidade da especialização,Educação
compras de roupa 25,Vestuário
PLANO ANUAL DUOLINGO PLUS,Assinaturas
"Viagem para litoral r$119,90",Lazer
plano clube de assinatura,Assinaturas
TELEFONE FIXO MENSAL 1500,Casa
"troca de oleo 40,00",Transporte
"passagem de VLT 10,50",Transporte
par de anel R$800,Vestuário
"Jaqueta nova 149,80",Vestuário
Paguei pós-graduação,Educação
peguei cartao de transporte,Transporte
LOJA DE ROUPA 42.20,Vestuário
saida R$ 80,Lazer
coturnos na Zara,Vestuário
"peguei pneu R$ 350,00",Transporte
assinatura oi,Assinaturas
paguei a convênio 150.30,Saúde
"COMPREI CREME R$30,20",Saúde
fui ao esporte,Lazer
Cobrou youtube music,Assinaturas
dividi conta do ceia,Alimentação
mensalidade VPN,Assinaturas
plano mensal office 365 5,Assinaturas
corrida de revisão do carro,Transporte
"comprei terapia R$ 25,20",Saúde
"cobrou hbo max 50,25",Assinaturas
"Conserto do presente de natal r$ 49,40",Outros
plano anual Photoshop 89.90,Assinaturas
plano de saúde,Saúde
Adidas R$2000,Vestuário
assinei futebol,Lazer
evento,Lazer
ingresso do Xbox,Lazer
"consulta com terapia R$ 45,60",Saúde
conta de telefone fixo R$ 3000,Casa
"combustível R$ 110,70",Transporte
paguei taxa de condomínio,Casa
psicólogo,Saúde
tarifa para aniversário,Outros
Metro de volta,Transporte
comprei camiseta R$1000,Vestuário
almocei no bar,Alimentação
"diarista para a casa r$ 130,10",Casa
raio-x da semana,Saúde
colar novo,Vestuário
água no boteco 20.30,Alimentação
"YOUTUBE PREMIUM 1200,00",Assinaturas
almocei no boteco,Alimentação
"paguei presente de aniversário R$ 49,30",Outros
fui na ultrassom 55.25,Saúde
"corrida de Gol 119,30",Transporte
abasteci o carro,Transporte
comprei doação,Outros
"gasto com cabo r$ 65,99",Outros
exame no laboratório,Saúde
"corrida de licenciamento 139,99",Transporte
manutençao,Casa
comprei celular,Outros
Cabo imprevisto 400,Outros
"cobrou deezer r$ 24,50",Assinaturas
compras de roupa,Vestuário
Café da manhã,Alimentação
conserto do IR,Outros
"par de regata 20,25",Vestuário
"Gasolina 89,40",Transporte
zona azul pra casa,Transporte
matrícula,Educação
Wi-Fi,Casa
gravata novo,Vestuário
Cobrou clube de assinatura 130.20,Assinaturas
REVISÃO DO CARRO 1000,Transporte
Carne no shopping 120.70,Alimentação
COMPREI FISK 80.70,Educação
RENOVAÇÃO PLANO DE CELULAR,Assinaturas
combustível,Transporte
bike de volta,Transporte
"CONSULTA COM GYM R$ 600,00",Saúde
"telefone do mês R$ 150,00",Casa
matrícula,Educação
mensalidade Illustrator,Assinaturas
Riachuelo,Vestuário
cobrou banda larga,Assinaturas
COMPREI MATERIAL PARA CURSO,Educação
saida,Lazer
"comprei régua 139,75",Educação
Comprei consultório veterinário,Outros
plano Tidal R$ 900,Assinaturas
"workshop 60,70",Educação
"Assinatura spotify 60,30",Assinaturas
churrasco,Alimentação
paguei a ressonancia 59.50,Saúde
arroz pra hoje,Alimentação
renovação Amazon,Assinaturas
material de mestrado,Educação
pedi massa no delivery,Alimentação
Loja de roupa,Vestuário
Brt pra casa,Transporte
paguei material escolar,Educação
comprei médico,Saúde
rancho,Alimentação
COMPREI HBO MAX,Lazer
"comprei relógio r$ 89,99",Vestuário
comprei jogos no Steam,Lazer
"par de anel 35,99",Vestuário
trem R$35,Transporte
REMÉDIO DA PROTETOR SOLAR,Saúde
"fim de semana 95,25",Lazer
"fui ao karaoke R$ 140,60",Lazer
"peguei IPVA R$ 30,30",Transporte
Lanche da tarde,Alimentação
ASSINEI MUSEU 42.30,Lazer
receita médica,Saúde
Mensalidade evento profissional,Educação
99pop da semana,Transporte
manutenção da TV a cabo 60,Casa
plantas mensal R$70,Casa
canva pro,Assinaturas
dividi conta do pao de queijo,Alimentação
TELEFONE FIXO,Casa
"DELIVERY ÁGUA R$ 47,50",Alimentação
"LIVRO DIDÁTICO 17,10",Educação
"mensalidade McAfee R$149,30",Assinaturas
"MENSALIDADE OFFICE 365 80,20",Assinaturas
"paguei a academia 149,75",Saúde
paguei pet shop,Outros
assinatura do microsoft 365,Assinaturas
assinei idioma,Educação
GAME COM A FAMÍLIA,Lazer
troca de óleo 19.20,Transporte
"corrida de Grin R$42,90",Transporte
assinatura do Illustrator,Assinaturas
pedi pastelaria no delivery,Alimentação
anuidade plano de internet,Assinaturas
"jantei fora r$129,20",Alimentação
"COMPREI JAQUETA R$ 9,70",Vestuário
YouTube Premium com a familia,Lazer
"comprei natação R$ 85,70",Saúde
Conveniência no food truck,Alimentação
Matrícula 120.25,Educação
Sky do mês,Casa
"MANUTENÇÃO 9,70",Casa
"comprei pastelaria 70,00",Alimentação
"matrícula 5,80",Educação
seringa mensal,Saúde
renovaçao antivirus 39.75,Assinaturas
lenço na Riachuelo,Vestuário
comprei hospedagem R$ 80,Lazer
compras de roupa 300,Vestuário
matrícula no curso,Educação
par de chinelo,Vestuário
Assinei steam,Lazer
comprei gravata,Vestuário
seringa da semana,Saúde
sutiã na zara,Vestuário
comprei YouTube Premium,Lazer
paguei acessório,Outros
Comprei c&a na renner 59.25,Vestuário
fui na antibiotico,Saúde
LIMPEZA,Casa
nike nova,Vestuário
Self-service pra hoje,Alimentação
"comprei sapato r$ 150,70",Vestuário
anuidade plano de internet,Assinaturas
"workshop R$ 35,10",Educação
"receita médica R$ 50,70",Saúde
roupa na Renner,Vestuário
comprei anel,Vestuário
rancho,Alimentação
"estacionei pra casa R$139,25",Transporte
Localiza de volta,Transporte
"assinatura do Globoplay R$59,50",Assinaturas
"Almocei no restaurante 350,00",Alimentação
presente de aniversário para chá de bebê,Outros
comprei Renner,Vestuário
"Corrida 42,25",Transporte
"comprei mensalidade escolar R$129,80",Educação
comprei laser tag,Lazer
refrigerante,Alimentação
reparo para chá de bebê,Outros
taxi 25.75,Transporte
matrícula no curso R$150,Educação
pijama novo,Vestuário
assinei alura,Educação
"INGRESSO DO SHOW DE MÚSICA R$129,99",Lazer
Calm,Assinaturas
Cobrou mubi 149.30,Assinaturas
fui na convênio,Saúde
conta do quentinha 120,Alimentação
assinatura do xbox game pass,Assinaturas
dividi conta do almoço,Alimentação
bolsa na loja,Vestuário
"manutenção da telefone fixo R$ 120,30",Casa
Dividi conta do happy hour,Alimentação
banda larga do mês,Casa
corrida 15.99,Transporte
Outback no food truck R$15,Alimentação
"Mubi R$40,20",Assinaturas
Paguei carregador,Outros
comprei shorts,Vestuário
conta de material de limpeza,Casa
material de escritorio para formatura,Outros
"mensalidade da quiropraxia R$35,70",Saúde
material de construção 14.25,Casa
"RENOVAÇÃO NOTION R$ 17,25",Assinaturas
comprei notario,Outros
"fim de semana 60,00",Lazer
"matrícula no curso 69,10",Educação
Viagem para outro estado 50.70,Lazer
assinei boliche,Lazer
"Mensalidade da musculação 120,60",Saúde
"renovei Tim 99,10",Assinaturas
"supermercado 37,70",Alimentação
"gasolina 79,40",Transporte
Boleto do papel higiênico,Casa
"caneta R$14,70",Educação
viagem para serra 35,Lazer
conserto R$ 2000,Casa
"RANCHO 5,00",Alimentação
Material de oab 70,Educação
"Samsung 2000,00",Outros
churrasco no food truck,Alimentação
roupas,Vestuário
DESPESA COM IMPOSTO DE RENDA,Outros
rancho,Alimentação
comprei Sky,Casa
"material de pós-graduação R$ 60,25",Educação
Conserto,Casa
"Par de roupa de banho r$ 59,90",Vestuário
abasteci o carro,Transporte
roupas,Vestuário
Telhado,Casa
reforma,Casa
comprei moletom 30 reais,Vestuário
"consulta com clínica r$24,80",Saúde
"cobrou Paramount+ 80,70",Assinaturas
PAGUEI TAXA DE CONDOMÍNIO,Casa
"comprei ótica r$79,50",Saúde
manutenção da sofá 15.70,Casa
mensalidade material para curso 40.30,Educação
empréstimo para chá de bebê,Outros
assinei Steam,Lazer
compras de roupa,Vestuário
"comprei tablet R$ 80,80",Outros
conserto R$ 8,Casa
"comprei calça jeans na shopping 49,20",Vestuário
"diversão R$ 600,00",Lazer
fotografia com amigos,Lazer
comprei exame de sangue,Saúde
multa,Outros
comprei aluguel do apartamento,Casa
par de colar R$ 150,Vestuário
paguei condomínio,Casa
RENOVAÇÃO DEEZER,Assinaturas
"SUPERMERCADO 110,10",Alimentação
Conta do carne 55.25,Alimentação
comprei emergência,Saúde
"PRESENTE PRA CHÁ DE BEBÊ R$139,80",Outros
"FUI NA FARMÁCIA R$22,10",Saúde
conserto 27.75,Casa
paguei iptu,Outros
licenciamento 17.60,Transporte
SUTIÃ NA SHOPPING,Vestuário
"GASOLINA 200,00",Transporte
ASSINEI EVENTO PROFISSIONAL,Educação
"transferência r$ 89,30",Outros
"manutenção 24,80",Casa
mensalidade norton,Assinaturas
"entretenimento R$120,70",Lazer
"PEDI AÇOUGUE NO DELIVERY R$20,10",Alimentação
"Esporte com amigos 20,90",Lazer
"Manutenção da encanador r$5,40",Casa
"Comprei condomínio r$ 9,30",Casa
Disney+,Assinaturas
RENOVEI ONEDRIVE,Assinaturas
"roupas R$ 5,25",Vestuário
"viagem para litoral R$ 80,20",Lazer
par de under armour,Vestuário
"carona da semana R$ 900,00",Transporte
"presente pra formatura R$ 150,00",Outros
"GASTO COM PET SHOP R$ 47,30",Outros
"IPVA PRO TRABALHO 49,25",Transporte
peixe no mercado,Alimentação
mensalidade Globoplay 14.90,Assinaturas
"Pedi subway no delivery r$ 19,60",Alimentação
"multa de trânsito do mês r$69,70",Outros
Dividi conta do vitamina,Alimentação
pipoca no supermercado,Alimentação
"comprei macarrão r$ 90,00",Alimentação
cobrou Oi,Assinaturas
dividi conta do pão,Alimentação
"bicicleta da semana R$ 12,00",Transporte
receita médica 55.40,Saúde
"comprei pochete R$55,20",Vestuário
papel higiênico mensal,Casa
Sky 55.25,Casa
curativo,Saúde
comprei água,Alimentação
"anuidade YouTube Music R$ 18,00",Assinaturas
"luminária do mês R$ 139,90",Casa
comprei régua,Educação
reparo para cha de bebe,Outros
taxa para natal,Outros
Unidas pro trabalho,Transporte
workshop,Educação
quadrinhos,Lazer
massa,Alimentação
cobrou plano de celular,Assinaturas
comprei internet,Casa
certificação 150 reais,Educação
"pedagio da semana R$ 65,80",Transporte
supermercado,Alimentação
celular para aniversário R$3000,Outros
paguei telhado 29.60,Casa
comprei água 150,Alimentação
"colégio R$ 65,25",Educação
clube com amigos R$ 1200,Lazer
fui na emergência,Saúde
reforma,Casa
comprei roupa 32.99,Vestuário
"comprei videogame 600,00",Lazer
conta de limpeza,Casa
comprei ótica,Saúde
"plano Amazon R$ 19,50",Assinaturas
"DÍZIMO 1500,00",Outros
almocei no praça de alimentaçao,Alimentação
"hamburgueria no mall R$ 27,80",Alimentação
rancho,Alimentação
PLANO ANUAL AMAZON PRIME VIDEO 120.90,Assinaturas
passeio,Lazer
plano Epic Games,Assinaturas
"par de bermuda r$119,25",Vestuário
pedagio de volta,Transporte
Crm 12.10,Educação
"Roupas r$40,30",Vestuário
"hospedagem R$5,25",Lazer
paguei multa de trânsito,Outros
comprei refrigerante,Alimentação
aula de material escolar 500 reais,Educação
MANUTENÇÃO 89.75,Casa
livro didatico R$1000,Educação
celular do mês,Outros
"compras da semana 40,75",Alimentação
"par de H&M R$ 500,00",Vestuário
comprei terapia 47.75,Saúde
esgoto mensal,Casa
Grin de volta,Transporte
PET SHOP PARA NATAL,Outros
bilhete pro trabalho,Transporte
ALMOCEI NO LANCHONETE,Alimentação
"COMPREI TELHADO R$79,80",Casa
comprei bermuda,Vestuário
assinei borracha,Educação
comprei casaco,Vestuário
TERAPIA,Saúde
"revisao do carro R$8,75",Transporte
"gasto com registro R$ 95,25",Outros
"taxa de condomínio mensal R$85,30",Casa
assinei passeio de barco 35 reais,Lazer
gravata na C&A,Vestuário
"FISIOTERAPIA R$ 350,00",Saúde
"paguei idioma 95,40",Educação
"loja de roupa 150,10",Vestuário
"Ultrassom r$ 900,00",Saúde
metro pra casa,Transporte
fui na terapia,Saúde
"comprei frango 35,00",Alimentação
esfiha pra hoje,Alimentação
"peguei manutenção do carro R$ 50,10",Transporte
Renovei plano de internet,Assinaturas
"Apple Music R$ 119,90",Assinaturas
"mensalidade da espanhol R$ 35,10",Educação
festa com amigos 60.10,Lazer
mensalidade laboratório,Saúde
reforma 15.99,Casa
plano mensal Netflix,Assinaturas
extraçao da semana R$ 10,Saúde
"tênis R$15,25",Vestuário
lingerie na shopping,Vestuário
"mensalidade análises clínicas 19,25",Saúde
"despesa com imposto 110,60",Outros
"estacionei r$ 80,75",Transporte
comprei aluguel,Casa
"troca de óleo R$5,30",Transporte
cabo para aniversário,Outros
"comprei hospedagem 90,50",Lazer
curso de mensalidade universitária,Educação
"corrida de borracheiro R$120,40",Transporte
lanche da tarde 20,Alimentação
COMPREI MENSALIDADE UNIVERSITÁRIA,Educação
hotel,Lazer
"comprei turismo r$24,30",Lazer
Assinei cfo,Educação
comprei tinta 1500,Casa
receita médica,Saúde
"comprei anel na shopping R$ 15,90",Vestuário
"despesa com caridade R$ 110,40",Outros
mensalidade Vivo,Assinaturas
"jaqueta novo R$100,80",Vestuário
"assinatura Steam 90,90",Assinaturas
"CURSO DE ESPANHOL R$ 24,40",Educação
"matrícula no curso 100,00",Educação
comprei anuidade cartão,Outros
"Troca de óleo 8,00",Transporte
"cobrou Kaspersky 25,70",Assinaturas
LATAM,Transporte
assinatura do globoplay,Assinaturas
comprei telefone fixo,Casa
aviao pro trabalho,Transporte
plano Paramount+ 10.80,Assinaturas
"compras de roupa 95,60",Vestuário
"mercado R$14,40",Alimentação
ingresso do turismo R$ 70,Lazer
"Conserto 20,60",Casa
universidade 350 reais,Educação
ASSINATURA DO CLUBE DE ASSINATURA,Assinaturas
dividi conta do água,Alimentação
comprei bermuda,Vestuário
paguei alemão,Educação
hotel,Lazer
COMPREI CABO,Outros
peguei manutenção do carro 1200 reais,Transporte
delivery iogurte R$ 150,Alimentação
DIVERSÃO 12,Lazer
"gasto com carregador 15,60",Outros
"anuidade YouTube Music R$120,60",Assinaturas
abasteci o carro R$ 90,Transporte
"plano plano móvel 99,90",Assinaturas
renovei Tidal,Assinaturas
"abasteci o carro R$ 89,25",Transporte
"saída r$ 49,80",Lazer
Ingresso do musical,Lazer
"curso de MBA 800,00",Educação
"Oi 80,00",Assinaturas
DIVIDI CONTA DO HAPPY HOUR,Alimentação
"Remédio da band-aid 22,40",Saúde
Fui ao karaokê,Lazer
comprei PlayStation,Lazer
"pedi Burger King no delivery R$29,70",Alimentação
conta de NET 2000,Casa
estacionamento,Transporte
cobrou iCloud,Assinaturas
par de anel 19.70,Vestuário
"material de construção R$69,99",Casa
Paguei a musculação,Saúde
smartphone do mês,Outros
Peguei patinete,Transporte
"comprei blusa de frio na H&M R$50,60",Vestuário
comprei livro,Lazer
"conta de reforma 40,20",Casa
Almocei no mall,Alimentação
dividi conta do cachaça,Alimentação
"gasolina 39,10",Transporte
Consulta com psicólogo 8,Saúde
corrida 30.20,Transporte
"mercado 119,40",Alimentação
notario,Outros
Vivo,Assinaturas
comprei pulseira,Vestuário
fui ao playstation,Lazer
COMPREI ANÁLISES CLÍNICAS 120.90,Saúde
"hospedagem 350,00",Lazer
"comprei ingles 50,40",Educação
"mensalidade protetor solar R$ 2000,00",Saúde
telhado mensal,Casa
assinatura do Paramount+,Assinaturas
delivery smoothie,Alimentação
"ZARA NOVO 1500,00",Vestuário
"99 pro trabalho r$ 12,80",Transporte
comprei pão 42.50,Alimentação
presente pra chá de bebê 24.70,Outros
peguei pneu,Transporte
"almocei no mercado R$89,80",Alimentação
COMPREI CAMISETA NA LOJA 65.25,Vestuário
comprei calça na outlet,Vestuário
comprei antibiótico,Saúde
"manutenção r$ 59,80",Casa
comprei Udemy,Educação
sushi,Alimentação
botijão de gás,Casa
entretenimento 150,Lazer
PAGUEI A FARMÁCIA,Saúde
"minimercado r$ 180,00",Alimentação
"presente pra formatura 99,60",Outros
"par de sandalia R$ 85,60",Vestuário
reforma,Casa
cabo 200,Outros
Abasteci o carro 60.90,Transporte
cartao de transporte de volta,Transporte
exame no laboratório 400,Saúde
ENEM,Educação
Burger King no mercado,Alimentação
PAGUEI ESCOLA,Educação
feira do mês,Alimentação
despesa com tarifa 20.90,Outros
"MENSALIDADE ALEMÃO R$ 29,30",Educação
cobrou Photoshop,Assinaturas
estacionei,Transporte
roupa de dormir novo 600 reais,Vestuário
Grin pro trabalho,Transporte
plano mensal Globoplay,Assinaturas
Renovei nordvpn,Assinaturas
saída 60.30,Lazer
fui na mensalidade plano,Saúde
conta de fogão,Casa
cobrou plano de internet,Assinaturas
comprei show,Lazer
manutençao da movel,Casa
dividi conta do habib's,Alimentação
mensalidade Paramount+,Assinaturas
CARIDADE DO MÊS 180,Outros
Loja de roupa,Vestuário
comprei eletrodoméstico,Casa
"MATERIAL DE CONSTRUÇÃO R$ 20,00",Casa
comprei gravata,Vestuário
Roupas r$ 3000,Vestuário
brinco na loja,Vestuário
"compras de roupa 90,00",Vestuário
comprei consultorio veterinario,Outros
bolo 10 reais,Alimentação
mensalidade Illustrator,Assinaturas
paguei dízimo,Outros
fui ao câmera 8.90,Lazer
"plano anual Spotify R$149,25",Assinaturas
"workshop r$10,90",Educação
"joia na loja R$100,80",Vestuário
photoshop,Assinaturas
paguei CRC,Educação
combustível 400 reais,Transporte
comprei escape room,Lazer
comprei shorts na Renner,Vestuário
Despesa com imposto de renda 39.40,Outros
serra com a família,Lazer
"paguei aluguel R$20,80",Casa
"consulta com academia R$139,30",Saúde
assinatura do canva pro,Assinaturas
"reforma R$ 5,60",Casa
"roupas R$ 95,30",Vestuário
comprei pilates,Saúde
Corrida de mecânico 40.70,Transporte
COBROU HBO MAX,Assinaturas
"INGRESSO PRO PASSEIO DE BARCO R$110,20",Lazer
comprei presente de aniversário,Outros
comprei pulseira,Vestuário
Diversão,Lazer
FIM DE SEMANA,Lazer
"paguei samsung 140,25",Outros
Paguei a raio-x,Saúde
"presente pra formatura R$ 29,75",Outros
"moto de volta 80,20",Transporte
jaqueta na outlet 47.10,Vestuário
gol pra casa,Transporte
Localiza pro trabalho,Transporte
comprei multa de trânsito,Outros
"entretenimento R$ 32,80",Lazer
"delivery jantar R$ 250,00",Alimentação
seguro residencial mensal r$2000,Casa
paguei CFO,Educação
fui na raio-x,Saúde
"CORRIDA 149,90",Transporte
FUI NA RAIO-X,Saúde
PAGUEI DIARISTA,Casa
mercado 14.60,Alimentação
RENOVEI NORTON 45.40,Assinaturas
comprei IPVA,Outros
mochila,Educação
comprei sunga,Vestuário
"assinatura Deezer R$ 37,30",Assinaturas
"fim de semana R$29,10",Lazer
passagem de scooter,Transporte
"tablet imprevisto R$ 89,75",Outros
abasteci o carro,Transporte
"renovação Deezer R$ 45,00",Assinaturas
Almoço no padaria 69.70,Alimentação
viagem para interior R$ 10,Lazer
comprei fisk,Educação
fui na band-aid,Saúde
tour com a familia 110.30,Lazer
"receita médica r$ 27,50",Saúde
ENEM,Educação
lente de contato,Saúde
mensalidade plano móvel,Assinaturas
"Conta de luz para a casa r$ 17,90",Casa
"receita medica 120,99",Saúde
"Exame no laboratório r$130,80",Saúde
presente pra formatura R$200,Outros
